sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,concentrations,Electrical resistivity,Power factor,Figure of merit Z
13037,10.1021/ja301245b,25438,8a,31669,K0.02Pb0.98Te1−ySey_ y=0.85,K0.02Pb0.98Te0.15Se0.85,800,,27294,0.0002273,0.82307,1.2208,,0.0000366381,0.0014101524,0.0017132837
13037,10.1021/ja301245b,25438,8a,31669,K0.02Pb0.98Te1−ySey_ y=0.85,K0.02Pb0.98Te0.15Se0.85,850,,17588,0.00024936,0.6391,1.3659,,0.0000568569,0.001093629,0.0017112018
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,300,,173690,,,,,0.0000057574,,
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,350,,159700,0.000022981,3.0557,-0.083667,,0.0000062617,0.0000843418,0.0000276015
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,400,,145720,0.000042574,2.8227,0.041282,,0.0000068625,0.0002641241,0.0000935714
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,450,,131730,0.000062167,2.5897,0.16623,,0.0000075913,0.0005091017,0.0001965871
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,500,,117750,0.00008176,2.3567,0.29118,,0.0000084926,0.0007871231,0.0003339938
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,550,,103770,0.00010135,2.1237,0.41613,,0.0000096367,0.001065907,0.0005019104
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,600,,89782,0.00012095,1.8907,0.54108,,0.0000111381,0.0013134121,0.0006946698
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,650,,75798,0.00014054,1.6577,0.66603,,0.000013193,0.0014971236,0.000903133
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,700,,61814,0.00016013,1.4247,0.79098,,0.0000161776,0.0015850109,0.0011125226
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,750,,47829,0.00017973,1.1917,0.91593,,0.0000209078,0.0015450141,0.0012964791
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,800,,33845,0.00019932,0.95865,1.0409,,0.0000295465,0.0013446098,0.0014026076
13037,10.1021/ja301245b,25438,8a,31670,K0.02Pb0.98Te1−ySey_ y=0.95,K0.02Pb0.98Te0.05Se0.95,850,,19861,0.00021891,0.72564,1.1658,,0.0000503499,0.0009517707,0.0013116293
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,9.6701e+25,,,,,0.05,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,9.9326e+25,,,,,0.1,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.0195e+26,,,,,0.15,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.0458e+26,,,,,0.2,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.072e+26,,,,,0.25,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.0983e+26,,,,,0.3,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.1245e+26,,,,,0.35,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.1508e+26,,,,,0.4,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.177e+26,,,,,0.45,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.2033e+26,,,,,0.5,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.2295e+26,,,,,0.55,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.2557e+26,,,,,0.6,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.282e+26,,,,,0.65,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.3082e+26,,,,,0.7,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.3345e+26,,,,,0.75,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.3607e+26,,,,,0.8,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.387e+26,,,,,0.85,,,
13037,10.1021/ja301245b,26685,7b,33468,K0.02Pb0.98Te1-ySey,undefined,,1.4132e+26,,,,,0.9,,,
