sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,750,2.0432e+27,,41797,0.000023925,,0.00016891,,0.0010253,0.00015662,1.0398,0.75641,,0.000986055
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,800,2.2799e+27,,38223,0.000026162,,0.00011047,,0.0010687,0.00016721,1.0084,0.84043,,0.0010597977
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,850,2.5167e+27,,35213,0.000028399,,0.000052026,,0.0011132,0.0001778,0.97703,0.92444,,0.0011393714
6898,10.1063/1.4870509,24997,2(a),31141,Ag2Se(1+x)_ x=0,undefined,350,9.9931e+24,,257690,0.0000038806,,0.16075,,0.0025249,-0.000098986,1.72,0.51568,,0.0014679651
6898,10.1063/1.4870509,24997,2(a),31141,Ag2Se(1+x)_ x=0,undefined,400,,,319970,0.0000031253,,,,0.0016901,-0.000072678,2.0754,0.32095,,0.000814349
6898,10.1063/1.4870509,25000,3(b),31141,Ag2Se(1+x)_ x=0,undefined,300,,,,,,0.16193,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31141,Ag2Se(1+x)_ x=0,undefined,,,,,,,,,,-0.000088614,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31142,Ag2Se(1+x)_ x=0.02,undefined,350,9.4483e+24,,218160,0.0000045838,,0.14799,,0.0024084,-0.00010507,1.6676,0.51543,,0.0014442312
6898,10.1063/1.4870509,24997,2(a),31142,Ag2Se(1+x)_ x=0.02,undefined,400,,,274860,0.0000036382,,,,0.001443,-0.000072457,2.2126,0.30226,,0.0006521739
6898,10.1063/1.4870509,26107,4(a),31142,Ag2Se(1+x)_ x=0.02,undefined,,,,,,,,,,-0.000085814,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,350,1.0054e+25,,216790,0.0000046128,,0.1385,,0.0022334,-0.0001015,1.4661,0.51866,,0.0015233613
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,400,,,231130,0.0000043266,,,,0.0014471,-0.000079125,1.5739,0.37464,,0.0009194358
6898,10.1063/1.4870509,25000,3(b),31143,Ag2Se(1+x)_ x=0.04,undefined,300,,,,,,0.13728,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,,,,,,-0.000089493,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,350,8.76e+24,,181700,0.0000055036,,0.13804,,0.0025934,-0.00011947,1.1631,0.73617,,0.0022297309
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,400,,,201910,0.0000049527,,,,0.0013702,-0.000082377,1.1795,0.47403,,0.0011616787
6898,10.1063/1.4870509,24999,3(a),31144,Ag2Se(1+x)_ x=0.06,undefined,300,5.4864e+24,,,,,0.14147,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,,,,,,-0.00008921,,,1e+25,
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,350,8.9928e+24,,130630,0.0000076552,,0.097184,,0.0024055,-0.0001357,1.1876,0.71458,,0.0020255136
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,400,,,137840,0.0000072548,,,,0.0019105,-0.00011773,1.1897,0.73458,,0.001605867
6898,10.1063/1.4870509,24999,3(a),31145,Ag2Se(1+x)_ x=0.08,undefined,300,5.6001e+24,,,,,0.11452,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,,,,,,-0.00011233,,,1e+25,
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,300,,,260040,0.0000038456,,,,0.0044162,,4.8625,0.53236,,0.0009082159
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,350,,,225910,0.0000044266,,,,0.0045197,-0.00013217,-0.11895,0.59426,,-0.0379966372
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,400,,,199690,0.0000050077,,,,0.0046232,-0.00014169,0.021173,0.65616,,0.2183535635
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,450,,,178930,0.0000055887,,,,0.0047267,-0.00015121,0.16129,13.188,,0.0293055986
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,500,,,162080,0.0000061697,,,,0.0041872,-0.00016073,0.30141,6.946,,0.0138920407
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,550,,,148130,0.0000067507,,,,0.0042936,-0.00017025,0.44153,5.3484,,0.0097243675
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,600,,,136390,0.0000073317,,,,0.0044078,-0.00017977,0.58165,4.5469,,0.0075780968
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,650,,,126380,0.0000079127,,,,0.0045283,-0.00018929,0.72177,4.078,,0.0062738823
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,700,,,117730,0.0000084937,,,,0.0046538,-0.00019882,0.86189,3.7797,,0.0053995289
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,50,,,,,,,,0.0038987,,5.9771,0.22288,,0.0006522728
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,100,,,,,,,,0.0040022,,5.7541,0.28478,,0.0006955388
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,150,,,,,,,,0.0041057,,5.5312,0.34667,,0.0007422802
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,200,,,,,,,,0.0042092,,5.3083,0.40857,,0.0007929469
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,250,,,,,,,,0.0043127,,5.0854,0.47047,,0.0008480552
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,350,,,175480,0.0000056988,,,,0.0041124,-0.0001438,3.5603,0.69879,,0.0011550712
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,400,,,157010,0.0000063692,,,,0.0042036,-0.0001532,3.4189,0.76826,,0.0012295183
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,450,,,142050,0.0000070396,,,,0.0042947,-0.0001626,3.2776,0.83774,,0.0013103185
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,500,,,129700,0.00000771,,,,0.003837,-0.000172,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,550,,,119330,0.0000083804,,,,0.0039271,-0.00018141,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,600,,,110490,0.0000090508,,,,0.0040228,-0.00019081,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,650,,,102870,0.0000097212,,,,0.0041234,-0.00020021,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,700,,,96228,0.000010392,,,,0.0042279,-0.00020961,,,,
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,50,,,,,,,,0.0035653,,4.4081,0.28193,,0.0008088065
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,100,,,,,,,,0.0036565,,4.2668,0.3514,,0.0008569654
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,150,,,,,,,,0.0037476,,4.1255,0.42088,,0.000908399
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,200,,,,,,,,0.0038388,,3.9842,0.49036,,0.0009635058
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,250,,,,,,,,0.00393,,3.8429,0.55983,,0.0010226652
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,300,,,,,,,,0.0040212,,3.7016,0.62931,,0.001086341
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,350,,,156570,0.0000063871,,,,0.0045615,-0.00015668,-0.061449,0.89858,,-0.0742322902
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,400,,,143610,0.0000069633,,,,0.0046892,-0.0001661,0.029875,0.99261,,0.1569606695
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,450,,,132630,0.0000075395,,,,0.004817,-0.00017552,0.1212,17.885,,0.0397442244
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,500,,,123220,0.0000081158,,,,0.0042145,-0.00018494,0.21252,9.9155,,0.0198310747
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,550,,,115050,0.000008692,,,,0.0043461,-0.00019436,0.30385,7.8669,,0.0143034392
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,600,,,107890,0.0000092683,,,,0.0044803,-0.00020378,0.39517,6.8026,,0.0113376521
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,650,,,101580,0.0000098445,,,,0.0046172,-0.0002132,0.4865,6.1689,,0.0094906475
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,700,,,95960,0.000010421,,,,0.0047557,-0.00022262,0.57782,5.7613,,0.0082304178
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,50,,,,,,,,0.003795,,3.6823,0.33443,,0.0010306059
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,100,,,,,,,,0.0039227,,3.5725,0.42846,,0.0010980266
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,150,,,,,,,,0.0040505,,3.4628,0.52248,,0.0011697181
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,200,,,,,,,,0.0041782,,3.353,0.61651,,0.001246108
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,250,,,,,,,,0.004306,,3.2432,0.71053,,0.001327701
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,300,,,,,,,,0.0044337,,3.1334,0.80456,,0.0014149805
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,350,,,181600,0.0000055067,,,,0.0048817,-0.00015089,2.8159,1.0573,,0.0017336198
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,400,,,165550,0.0000060403,,,,0.0050257,-0.00016036,2.7488,1.1653,,0.0018283251
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,450,,,152120,0.0000065738,,,,0.004387,-0.00016982,2.6816,0.73618,,0.0016359636
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,500,,,140700,0.0000071074,,,,0.0045228,-0.00017929,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,550,,,130870,0.0000076409,,,,0.0046624,-0.00018875,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,600,,,122330,0.0000081745,,,,0.0048065,-0.00019822,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,650,,,114840,0.000008708,,,,0.0049532,-0.00020768,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,700,,,108210,0.0000092416,,,,0.0051025,-0.00021715,,,,
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,50,,,,,,,,0.004018,,3.2189,0.40931,,0.0012482525
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,100,,,,,,,,0.0041619,,3.1518,0.51731,,0.0013204835
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,150,,,,,,,,0.0043059,,3.0846,0.62531,,0.0013959346
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,200,,,,,,,,0.0044499,,3.0174,0.73332,,0.0014747465
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,250,,,,,,,,0.0045938,,2.9503,0.84132,,0.001557062
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,300,,,,,,,,0.0047378,,2.8831,0.94932,,0.0016433006
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,300,,,210070,0.0000047604,,,,0.0046837,,2.6796,1.0197,,0.0017479101
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,350,,,192440,0.0000051965,,,,0.0048009,-0.00014712,-0.03382,1.134,,-0.1419544648
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,400,,,175560,0.0000056959,,,,0.0049181,-0.00015635,0.016365,1.2483,,0.3005255118
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,450,,,160310,0.000006238,,,,0.0043952,-0.00016558,0.066549,29.72,,0.0660445687
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,500,,,146920,0.0000068066,,,,0.0044897,-0.00017481,0.11673,19.231,,0.0384622633
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,550,,,135340,0.000007389,,,,0.0045841,-0.00018404,0.16692,15.105,,0.0274628565
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,600,,,125370,0.0000079767,,,,0.004683,-0.00019327,0.2171,12.942,,0.0215707047
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,650,,,116750,0.0000085652,,,,0.0047875,-0.0002025,0.26729,11.642,,0.0179112574
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,700,,,109240,0.0000091538,,,,0.0048972,-0.00021173,0.31747,10.798,,0.0154257095
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,50,,,,,,,,0.0040976,,3.0212,0.448,,0.0013562823
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,100,,,,,,,,0.0042148,,2.9529,0.56233,,0.0014273426
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,150,,,,,,,,0.004332,,2.8846,0.67666,,0.001501768
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,200,,,,,,,,0.0044492,,2.8163,0.791,,0.0015798033
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,250,,,,,,,,0.0045665,,2.7479,0.90533,,0.0016618145
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,300,,,210200,0.0000047574,,,,0.0051662,,2.8468,1.0549,,0.0018147394
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,350,,,186880,0.000005351,,,,0.0052508,-0.0001596,2.7741,1.1719,,0.0018927941
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,400,,,168220,0.0000059445,,,,0.0053354,-0.00016914,2.7013,1.289,,0.0019751231
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,450,,,152950,0.0000065381,,,,0.00542,-0.00017868,2.6285,1.406,,0.0020620126
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,500,,,140220,0.0000071317,,,,0.004967,-0.00018821,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,550,,,129450,0.0000077252,,,,0.0050622,-0.00019775,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,600,,,120210,0.0000083188,,,,0.0051653,-0.00020729,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,650,,,112200,0.0000089124,,,,0.0052746,-0.00021682,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,700,,,105200,0.0000095059,,,,0.0053903,-0.00022636,,,,
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,50,,,,,,,,0.004743,,3.2107,0.46984,,0.001477248
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,100,,,,,,,,0.0048277,,3.1379,0.58685,,0.001538513
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,150,,,,,,,,0.0049123,,3.0652,0.70387,,0.0016026034
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,200,,,,,,,,0.0049969,,2.9924,0.82089,,0.0016698637
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,250,,,,,,,,0.0050815,,2.9196,0.9379,,0.0017404781
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,350,,,178400,0.0000056055,,,,0.0049377,-0.0001516,-0.029832,1.1208,,-0.1655168946
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,400,,,161650,0.0000061861,,,,0.0050886,-0.00016203,0.006889,1.2414,,0.7386558281
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,450,,,147780,0.0000067667,,,,0.0043948,-0.00017245,0.04361,45.349,,0.1007750516
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,500,,,136100,0.0000073473,,,,0.0045519,-0.00018288,0.080331,28.332,,0.0566643015
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,550,,,126140,0.0000079279,,,,0.0047132,-0.0001933,0.11705,22.147,,0.0402665528
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,600,,,117530,0.0000085085,,,,0.0048777,-0.00020372,0.15377,19.032,,0.0317207518
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,650,,,110020,0.0000090891,,,,0.0050455,-0.00021415,0.19049,17.217,,0.0264869547
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,700,,,103420,0.0000096697,,,,0.0052156,-0.00022457,0.22721,16.068,,0.0229549756
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,50,,,,,,,,0.004032,,3.2474,0.39698,,0.0012416087
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,100,,,,,,,,0.0041829,,3.1571,0.51762,,0.0013249184
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,150,,,,,,,,0.0043339,,3.0669,0.63825,,0.0014131207
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,200,,,,,,,,0.0044848,,2.9766,0.75888,,0.0015066855
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,250,,,,,,,,0.0046358,,2.8863,0.87952,,0.0016061393
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,300,,,,,,,,0.0047867,,2.7961,1.0001,,0.0017119202
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,350,,,,,,,,,,4.401,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,400,,,,,,,,,,4.0795,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,450,,,,,,,,,,3.758,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,500,,,,,,,,,,3.4365,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,550,,,,,,,,,,3.115,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,600,,,,,,,,,,2.7934,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,650,,,,,,,,,,2.4719,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,700,,,,,,,,,,2.1504,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,350,,,,,,,,,,3.2649,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,400,,,,,,,,,,3.0425,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,450,,,,,,,,,,2.8201,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,500,,,,,,,,,,2.5977,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,550,,,,,,,,,,2.3753,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,600,,,,,,,,,,2.1529,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,650,,,,,,,,,,1.9305,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,700,,,,,,,,,,1.7081,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,350,,,,,,,,,,2.7326,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,400,,,,,,,,,,2.5393,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,450,,,,,,,,,,2.346,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,500,,,,,,,,,,2.1527,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,550,,,,,,,,,,1.9594,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,600,,,,,,,,,,1.7661,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,650,,,,,,,,,,1.5728,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,700,,,,,,,,,,1.3795,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,350,,,,,,,,,,2.2335,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,400,,,,,,,,,,2.1156,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,450,,,,,,,,,,1.9977,,,
