sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Inverse temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,450,0.0022222,,,125030,0.0000079981,,,0.00059921,0.000065997,2.1545,0.18639,0.0002781202
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,500,0.002,,,103390,0.0000096721,,,0.00068658,0.000084876,1.9318,0.28557,0.0003554095
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,550,0.0018182,,,85128,0.000011747,,,0.00077394,0.00010532,1.7373,0.38474,0.0004454844
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,600,0.0016667,,,69683,0.000014351,,,0.00086131,0.00012659,1.5682,0.48392,0.0005492348
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,650,0.0015385,,,56608,0.000017665,,,0.00094867,0.00014815,1.4205,0.58309,0.0006678423
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,700,0.0014286,,,45560,0.000021949,,,0.001036,0.00016964,1.2908,0.68226,0.000802603
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,750,0.0013333,,,36298,0.00002755,,,0.0011234,0.00019077,1.1763,0.78144,0.0009550285
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,800,0.00125,,,28676,0.000034872,,,0.0012108,0.0002113,1.076,0.88061,0.0011252788
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,850,0.0011765,,,22646,0.000044158,,,0.0012981,0.00023097,0.99154,0.97979,0.0013091756
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,900,0.0011111,,,18251,0.000054792,,,0.0013855,0.00024944,0.92774,1.079,0.0014934141
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,300,0.0033333,,,276260,0.0000036198,,,0.00023936,0.000029435,3.4973,0.020532,0.0000684414
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,350,0.0028571,,,228750,0.0000043716,,,0.00057215,0.000042908,3.0755,-0.021217,0.0001860348
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,400,0.0025,,,188240,0.0000053124,,,0.00064655,0.000052218,2.6972,0.070551,0.0002397116
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,450,0.0022222,,,153760,0.0000065036,,,0.00072096,0.000063078,2.3658,0.16232,0.0003047426
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,500,0.002,,,124530,0.0000080302,,,0.00079536,0.000078071,2.0817,0.25409,0.0003820723
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,550,0.0018182,,,99903,0.00001001,,,0.00086977,0.000097429,1.8426,0.34585,0.0004720341
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,600,0.0016667,,,79333,0.000012605,,,0.00094418,0.00011982,1.6445,0.43762,0.0005741441
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,650,0.0015385,,,62344,0.00001604,,,0.0010186,0.00014315,1.4818,0.52939,0.0006874072
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,700,0.0014286,,,48497,0.00002062,,,0.001093,0.0001653,1.3482,0.62116,0.0008107106
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,750,0.0013333,,,37352,0.000026772,,,0.0011674,0.00018498,1.2371,0.71292,0.0009436586
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,800,0.00125,,,28433,0.00003517,,,0.0012418,0.00020247,1.1419,0.80469,0.0010874858
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,850,0.0011765,,,21193,0.000047185,,,0.0013162,0.0002204,1.0571,0.89646,0.0012451045
3503,10.1021/ja400069s,105,6(a),310,Pb0.96Ca0.03Na0.01Se1,Pb0.96Ca0.03Na0.01Se1,900,0.0011111,,,14983,0.000066742,,,0.0013906,0.00024458,0.97817,0.98823,0.0014216343
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,300,0.0033333,,,181420,0.000005512,,,0.0012408,0.000082701,3.3525,0.027369,0.0003701119
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,350,0.0028571,,,156010,0.0000064099,,,19.295,0.00010392,2.8484,0.20936,6.7739783738
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,400,0.0025,,,131740,0.0000075909,,,20.141,0.00012399,2.3869,0.39135,8.4381415225
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,450,0.0022222,,,106920,0.0000093525,,,20.988,0.00014655,2.0041,0.57334,10.4725313108
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,500,0.002,,,85353,0.000011716,,,21.834,0.00017157,1.7086,0.75533,12.7788832963
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,550,0.0018182,,,68871,0.00001452,,,22.68,0.00019665,1.4908,0.93732,15.2133082909
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,600,0.0016667,,,57100,0.000017513,,,23.526,0.00021844,1.3311,1.1193,17.6741041244
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,650,0.0015385,,,48900,0.00002045,,,24.373,0.00023396,1.2093,1.3013,20.1546349128
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,700,0.0014286,,,43135,0.000023183,,,25.219,0.00024193,1.1133,1.4833,22.652474625
5927,10.1002/aenm.201100770,143,2(a),75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,750,0.0013333,,,38824,0.000025757,,,26.065,0.0002442,1.0477,1.6653,24.8783048583
5927,10.1002/aenm.201100770,4891,4,75,Na0.015Pb0.955Cd0.03Te1,Na0.015Pb0.955Cd0.03Te1,800,0.00125,,,,,,,26.911,,,1.8473,
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,300,0.0033333,,,128230,0.0000077983,,,0.00056415,0.000066329,3.2745,0.032357,0.0001722858
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,350,0.0028571,,,111780,0.0000089461,,,0.0010923,0.000098852,2.638,0.19802,0.0004140637
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,400,0.0025,,,95721,0.000010447,,,0.0016369,0.00013077,2.1629,0.36368,0.000756808
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,450,0.0022222,,,78815,0.000012688,,,0.0020419,0.00016096,1.8174,0.52934,0.0011235281
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,500,0.002,,,63609,0.000015721,,,0.0022645,0.00018868,1.5706,0.695,0.0014418057
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,550,0.0018182,,,51594,0.000019382,,,0.0023507,0.00021345,1.3946,0.86065,0.0016855729
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,600,0.0016667,,,42715,0.000023411,,,0.0023579,0.00023495,1.2658,1.0263,0.0018627745
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,650,0.0015385,,,36259,0.000027579,,,0.0023174,0.00025281,1.1669,1.192,0.0019859457
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,700,0.0014286,,,31447,0.0000318,,,0.0022336,0.00026651,1.089,1.3576,0.002051056
5927,10.1002/aenm.201100770,143,2(a),92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,750,0.0013333,,,27579,0.00003626,,,0.0020896,0.00027526,1.0329,1.5233,0.0020230419
5927,10.1002/aenm.201100770,4891,4,92,Na0.01Pb0.96Cd0.03Te1,Na0.01Pb0.96Cd0.03Te1,800,0.00125,,,,,,,,,,1.689,
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,300,0.0033333,,,168140,0.0000059475,,,0.0011518,0.000082765,3.2453,0.086085,0.0003549133
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,350,0.0028571,,,141390,0.0000070725,,,17.591,0.000099037,2.624,0.25386,6.7038871951
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,400,0.0025,,,120040,0.0000083306,,,18.595,0.00012312,2.1835,0.42164,8.5161438058
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,450,0.0022222,,,97694,0.000010236,,,19.598,0.00015095,1.8605,0.58942,10.5337274926
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,500,0.002,,,77936,0.000012831,,,20.602,0.00017878,1.6162,0.7572,12.7471847544
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,550,0.0018182,,,63091,0.00001585,,,21.606,0.00020348,1.43,0.92498,15.1090909091
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,600,0.0016667,,,52952,0.000018885,,,22.61,0.00022266,1.2927,1.0928,17.4905237101
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,650,0.0015385,,,46408,0.000021548,,,23.613,0.000235,1.2002,1.2605,19.6742209632
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,700,0.0014286,,,42303,0.000023639,,,24.617,0.0002404,1.1461,1.4283,21.4789285403
5927,10.1002/aenm.201100770,143,2(a),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,750,0.0013333,,,39510,0.00002531,,,25.621,0.00024024,1.1163,1.5961,22.9517154887
5927,10.1002/aenm.201100770,4890,2(d),89,Na0.02Pb0.95Cd0.03Te1,Na0.02Pb0.95Cd0.03Te1,800,0.00125,,,,,,,26.625,,,,
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,300,0.0033333,,,123600,0.0000080907,,,0.00073454,0.00007709,3.3322,0.096373,0.0002204369
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,350,0.0028571,,,111390,0.0000089773,,,0.0013079,0.00010836,2.8274,0.23639,0.0004625805
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,400,0.0025,,,91042,0.000010984,,,0.0018121,0.00014108,2.3682,0.37641,0.0007651803
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,450,0.0022222,,,71205,0.000014044,,,0.0021714,0.00017463,1.9887,0.51643,0.0010918691
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,500,0.002,,,55580,0.000017992,,,0.0023908,0.0002074,1.6987,0.65645,0.0014074292
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,550,0.0018182,,,44224,0.000022612,,,0.0024886,0.00023722,1.4907,0.79647,0.0016694171
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,600,0.0016667,,,36125,0.000027682,,,0.0024762,0.00026181,1.3465,0.93649,0.00183899
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,650,0.0015385,,,30285,0.00003302,,,0.0023601,0.00027916,1.2443,1.0765,0.0018967291
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,700,0.0014286,,,25951,0.000038534,,,0.0021523,0.00028799,1.1651,1.2165,0.0018473092
5927,10.1002/aenm.201100770,143,2(a),32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,750,0.0013333,,,22590,0.000044267,,,0.0018759,0.00028817,1.0998,1.3565,0.0017056738
5927,10.1002/aenm.201100770,4891,4,32,Na0.008Pb0.962Cd0.03Te1,Na0.008Pb0.962Cd0.03Te1,800,0.00125,,,,,,,,,,1.4966,
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,350,0.0028571,,,138760,0.0000072065,,,17.644,0.00010086,2.8403,0.20875,6.2120198571
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,400,0.0025,,,116530,0.0000085814,,,18.697,0.00012318,2.3767,0.39124,7.8667900871
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,450,0.0022222,,,95593,0.000010461,,,19.75,0.0001479,1.9893,0.57373,9.9281154175
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,500,0.002,,,77381,0.000012923,,,20.804,0.00017378,1.6908,0.75622,12.3042346818
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,550,0.0018182,,,62861,0.000015908,,,21.857,0.00019892,1.4725,0.93871,14.8434634975
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,600,0.0016667,,,51948,0.00001925,,,22.91,0.00022115,1.3145,1.1212,17.4286801065
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,650,0.0015385,,,44043,0.000022705,,,23.964,0.00023863,1.1952,1.3037,20.0502008032
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,700,0.0014286,,,38488,0.000025982,,,25.017,0.00025027,1.1013,1.4862,22.7158812313
5927,10.1002/aenm.201100770,143,2(a),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,750,0.0013333,,,34755,0.000028773,,,26.071,0.00025626,1.0372,1.6687,25.1359429233
5927,10.1002/aenm.201100770,70,2(c),46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,300,0.0033333,,,164160,0.0000060915,,,,,,0.026264,
5927,10.1002/aenm.201100770,4891,4,46,Na0.012Pb0.958Cd0.03Te1,Na0.012Pb0.958Cd0.03Te1,800,0.00125,,,,,,,27.124,,,1.8511,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,350,0.0028571,,,,,,,17.501,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,400,0.0025,,,,,,,19.082,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,450,0.0022222,,,,,,,20.663,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,500,0.002,,,,,,,22.243,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,550,0.0018182,,,,,,,23.824,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,600,0.0016667,,,,,,,25.404,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,650,0.0015385,,,,,,,26.985,,,,
5927,10.1002/aenm.201100770,4890,2(d),6190,PbTe:Na,undefined,700,0.0014286,,,,,,,28.565,,,,
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,350,0.0028571,,0.027017,151710,0.0000065917,,,0.00087519,0.000075953,2.5105,0.17717,0.0003486118
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,400,0.0025,,0.0246,129020,0.0000077506,,,0.0010558,0.000090461,2.1004,0.27678,0.0005026662
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,450,0.0022222,,0.022182,107210,0.0000093273,,,0.0012822,0.00010936,1.8162,0.37639,0.0007059795
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,500,0.002,,0.019764,88402,0.000011312,,,0.0014738,0.00012912,1.6047,0.476,0.0009184271
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,550,0.0018182,,0.017347,72218,0.000013847,,,0.001593,0.00014852,1.4361,0.57562,0.0011092542
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,600,0.0016667,,0.014929,58204,0.000017181,,,0.0016369,0.0001677,1.2974,0.67523,0.0012616772
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,650,0.0015385,,0.012511,46258,0.000021618,,,0.0016221,0.00018726,1.1874,0.77484,0.001366094
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,700,0.0014286,,0.010094,36397,0.000027475,,,0.0015649,0.00020735,1.1096,0.87445,0.001410328
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,750,0.0013333,,0.0076759,28549,0.000035028,,,0.0014676,0.00022673,1.0671,0.97406,0.0013753163
6006,10.1002/adma.201004200,80,1(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,800,0.00125,,0.0052582,22488,0.000044469,,,0.0013151,0.00024183,1.0565,1.0737,0.0012447705
6006,10.1002/adma.201004200,19,3(a),147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,300,0.0033333,,0.029435,164990,0.0000060609,,,,,3.1287,,
6006,10.1002/adma.201004200,4842,4,147,Na0.0035Pb0.9965Se1,Na0.0035Pb0.9965Se1,850,0.0011765,,0.0028405,,,,,,,,1.1733,
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,350,0.0028571,,0.010581,277530,0.0000036032,,,0.00015828,0.000023881,3.4041,-0.14509,0.0000464969
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,400,0.0025,,0.0097899,237450,0.0000042114,,,0.00025468,0.00003275,3.0014,-0.034329,0.0000848537
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,450,0.0022222,,0.0089985,201690,0.0000049581,,,0.00043487,0.000046434,2.6844,0.076433,0.000161999
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,500,0.002,,0.008207,171840,0.0000058195,,,0.00064343,0.000061191,2.4153,0.18719,0.0002663975
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,550,0.0018182,,0.0074156,146580,0.0000068224,,,0.00083802,0.000075612,2.1737,0.29796,0.000385527
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,600,0.0016667,,0.0066242,124600,0.0000080254,,,0.0010058,0.000089845,1.9519,0.40872,0.0005152928
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,650,0.0015385,,0.0058327,105270,0.0000094995,,,0.0011568,0.00010483,1.7507,0.51948,0.0006607643
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,700,0.0014286,,0.0050413,88425,0.000011309,,,0.0013062,0.00012154,1.5743,0.63024,0.0008297021
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,750,0.0013333,,0.0042499,74107,0.000013494,,,0.001456,0.00014017,1.4261,0.74101,0.0010209663
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,800,0.00125,,0.0034584,62309,0.000016049,,,0.0015838,0.00015943,1.3041,0.85177,0.0012144774
6006,10.1002/adma.201004200,80,1(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,850,0.0011765,,,,,,,,0.00017573,,,
6006,10.1002/adma.201004200,19,3(a),124,Na0.0125Pb0.9875Se1,Na0.0125Pb0.9875Se1,300,0.0033333,,0.011373,,,,,,,3.9522,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,350,0.0028571,,,,,,,,0.00026178,1.4108,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,400,0.0025,,,,,,,,0.00025226,1.2613,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,450,0.0022222,,,,,,,,0.00023389,1.1929,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,500,0.002,,,,,,,,0.00019306,1.1702,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,550,0.0018182,,,,,,,,0.00013513,1.1716,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,600,0.0016667,,,,,,,,0.000076018,1.1857,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,650,0.0015385,,,,,,,,0.000033724,1.2078,,
6006,10.1002/adma.201004200,80,1(a),367,Pb1Se1,Pb1Se1,700,0.0014286,,,,,,,,0.000019914,1.2362,,
6006,10.1002/adma.201004200,19,3(a),367,Pb1Se1,Pb1Se1,300,0.0033333,,,,,,,,,1.6946,,
6006,10.1002/adma.201004200,19,3(a),367,Pb1Se1,Pb1Se1,750,0.0013333,,,,,,,,,1.2685,,
6006,10.1002/adma.201004200,19,3(a),367,Pb1Se1,Pb1Se1,800,0.00125,,,,,,,,,1.2977,,
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,350,0.0028571,,0.017172,243490,0.0000041069,,,0.00042548,0.000041802,3.1584,-0.067203,0.0001347138
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,400,0.0025,,0.015689,208600,0.0000047938,,,0.00054991,0.000051344,2.6894,0.051631,0.0002044731
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,450,0.0022222,,0.014206,174680,0.0000057249,,,0.00068917,0.000062812,2.3496,0.17047,0.0002933138
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,500,0.002,,0.012724,145590,0.0000068688,,,0.00085165,0.000076483,2.085,0.2893,0.0004084652
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,550,0.0018182,,0.011241,120930,0.0000082693,,,0.0010326,0.000092405,1.8629,0.40813,0.0005542971
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,600,0.0016667,,0.009758,99771,0.000010023,,,0.001216,0.0001104,1.6673,0.52697,0.0007293229
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,650,0.0015385,,0.0082752,81586,0.000012257,,,0.0013801,0.00013006,1.4942,0.6458,0.0009236381
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,700,0.0014286,,0.0067924,66190,0.000015108,,,0.001504,0.00015074,1.3461,0.76464,0.0011173018
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,750,0.0013333,,0.0053096,53487,0.000018696,,,0.0015746,0.00017158,1.2276,0.88347,0.0012826654
6006,10.1002/adma.201004200,80,1(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,800,0.00125,,0.0038268,43277,0.000023107,,,0.0015866,0.00019147,1.1405,1.0023,0.0013911442
6006,10.1002/adma.201004200,7,2(a),324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,300,0.0033333,,0.018655,263650,0.0000037929,,,,,,,
6006,10.1002/adma.201004200,4842,4,324,Na0.007Pb0.993Se1,Na0.007Pb0.993Se1,850,0.0011765,,0.002344,,,,,,,,1.1211,
