sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Hall movility,Seebeck coefficient,Thermal conductivity,ZT,hall density,Electrical resistivity,Power factor,Figure of merit Z
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,355,9.3321e+24,131350,0.095451,-0.0001339,1.1878,0.71658,,0.0000076132,0.0023550017,0.0019826585
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,360,9.6714e+24,132070,0.093717,-0.0001321,1.188,0.71858,,0.0000075717,0.0023046756,0.0019399627
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,365,1.0011e+25,132790,0.091984,-0.00013031,1.1882,0.72058,,0.0000075307,0.0022548666,0.0018977164
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,370,1.035e+25,133510,0.09025,-0.00012851,1.1884,0.72258,,0.0000074901,0.0022048936,0.0018553464
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,375,1.0689e+25,134230,0.088517,-0.00012671,1.1886,0.72458,,0.0000074499,0.0021551196,0.001813158
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,380,1.1028e+25,134960,0.086783,-0.00012492,1.1888,0.72658,,0.0000074096,0.0021060517,0.0017715778
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,385,,135680,,-0.00012312,1.1891,0.72858,,0.0000073703,0.0020567099,0.0017296358
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,390,,136400,,-0.00012133,1.1893,0.73058,,0.0000073314,0.0020079402,0.0016883378
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,395,,137120,,-0.00011953,1.1895,0.73258,,0.0000072929,0.0019590912,0.0016469871
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,400,,137840,,-0.00011773,1.1897,0.73458,,0.0000072548,0.001910511,0.0016058763
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,405,,138560,,-0.00011594,1.1899,0.73658,,0.0000072171,0.0018625351,0.0015652871
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,410,,139290,,-0.00011414,1.1901,0.73858,,0.0000071793,0.0018146617,0.0015247977
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,415,,140010,,-0.00011234,1.1903,0.74058,,0.0000071423,0.0017669648,0.0014844701
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,420,,140730,,-0.00011055,1.1905,0.74258,,0.0000071058,0.0017199039,0.0014446904
6898,10.1063/1.4870509,24999,3(a),31145,Ag2Se(1+x)_ x=0.08,undefined,300,5.6001e+24,,0.11452,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00014013,,,5.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00013704,,,6e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00013395,,,6.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00013086,,,7e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00012778,,,7.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00012469,,,8e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.0001216,,,8.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00011851,,,9e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00011542,,,9.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00011233,,,1e+25,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00010924,,,1.05e+25,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00010615,,,1.1e+25,,,
6898,10.1063/1.4870509,26107,4(a),31145,Ag2Se(1+x)_ x=0.08,undefined,,,,,-0.00010306,,,1.15e+25,,,
