sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Doping level,Electrical conductivity,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
4907,10.1103/physrevlett.108.166601,7694,1(a),9366,x=0.2,Mg2Si0.8Sn0.2,650,,,,,,,,,0.0026947,-0.00015307,,0.59662,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9366,x=0.2,Mg2Si0.8Sn0.2,700,,,,,,,,,0.0028395,-0.00016365,,0.671,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9366,x=0.2,Mg2Si0.8Sn0.2,750,,,,,,,,,0.0029842,-0.00017438,,0.74538,,
4907,10.1103/physrevlett.108.166601,7697,1(b),9366,x=0.2,Mg2Si0.8Sn0.2,300,,,,,,,,,0.0016816,,,0.075982,,
4907,10.1103/physrevlett.108.166601,7697,1(b),9366,x=0.2,Mg2Si0.8Sn0.2,800,,,,,,,,,0.0031289,,,0.81975,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,350,,,,,,,,,0.0019688,-0.00012473,,0.31127,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,400,,,,,,,,,0.0021024,-0.00013654,,0.42248,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,450,,,,,,,,,0.002236,-0.00014836,,0.53369,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,500,,,,,,,,,0.0023697,-0.00016018,,0.64489,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,550,,,,,,,,,0.0025033,-0.000172,,0.7561,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,600,,,,,,,,,0.002637,-0.00018382,,0.86731,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,650,,,,,,,,,0.0027706,-0.00019563,,0.97851,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,700,,,,,,,,,0.0029042,-0.00020745,,1.0897,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9367,x=0.4,Mg2Si0.6Sn0.4,750,,,,,,,,,0.0030379,-0.00021927,,1.2009,,
4907,10.1103/physrevlett.108.166601,7697,1(b),9367,x=0.4,Mg2Si0.6Sn0.4,300,,,,,,,,,0.0018351,,,0.20007,,
4907,10.1103/physrevlett.108.166601,7698,1(d),9367,x=0.4,Mg2Si0.6Sn0.4,800,,,,,,,,,,,,1.3121,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,300,,,,,,,,,0.0023927,-0.00012536,,0.20007,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,350,,,,,,,,,0.002516,-0.0001364,,0.31127,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,400,,,,,,,,,0.0026393,-0.00014745,,0.42248,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,450,,,,,,,,,0.0027626,-0.00015849,,0.53369,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,500,,,,,,,,,0.0028859,-0.00016953,,0.64489,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,550,,,,,,,,,0.0030092,-0.00018057,,0.7561,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,600,,,,,,,,,0.0031324,-0.00019162,,0.86731,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,650,,,,,,,,,0.0032557,-0.00020266,,0.97851,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,700,,,,,,,,,0.003379,-0.0002137,,1.0897,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9368,x=0.5,Mg2Si0.5Sn0.5,750,,,,,,,,,0.0035023,-0.00022474,,1.2009,,
4907,10.1103/physrevlett.108.166601,7698,1(d),9368,x=0.5,Mg2Si0.5Sn0.5,800,,,,,,,,,,,,1.3121,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,300,,,,,,,,,0.0032152,-0.0001395,,,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,350,,,,,,,,,0.0032783,-0.00014941,,0.47217,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,400,,,,,,,,,0.0033413,-0.00015933,,0.57949,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,450,,,,,,,,,0.0034044,-0.00016924,,0.68681,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,500,,,,,,,,,0.0034675,-0.00017916,,0.79414,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,550,,,,,,,,,0.0035306,-0.00018907,,0.90146,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,600,,,,,,,,,0.0035936,-0.00019899,,1.0088,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,650,,,,,,,,,0.0036567,-0.0002089,,1.1161,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,700,,,,,,,,,0.0037198,-0.00021882,,1.2234,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9369,x=0.6,Mg2Si0.4Sn0.6,750,,,,,,,,,0.0037829,-0.00022873,,1.3308,,
4907,10.1103/physrevlett.108.166601,7698,1(d),9369,x=0.6,Mg2Si0.4Sn0.6,800,,,,,,,,,,,,1.4381,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,300,,,,,,,,,0.0047168,-0.00016665,,0.55445,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,350,,,,,,,,,0.0046785,-0.00017513,,0.64396,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,400,,,,,,,,,0.0046402,-0.00018361,,0.73347,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,450,,,,,,,,,0.004602,-0.00019209,,0.82298,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,500,,,,,,,,,0.0045637,-0.00020058,,0.91249,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,550,,,,,,,,,0.0045254,-0.00020906,,1.002,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,600,,,,,,,,,0.0044871,-0.00021754,,1.0915,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,650,,,,,,,,,0.0044488,-0.00022602,,1.181,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,700,,,,,,,,,0.0044106,-0.0002345,,1.2705,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9370,x=0.7,Mg2Si0.3Sn0.7,750,,,,,,,,,0.0043723,-0.00024298,,1.36,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,350,,,,,,,,,0.004379,-0.00015171,,0.53415,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,400,,,,,,,,,0.0043474,-0.00016074,,0.60711,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,450,,,,,,,,,0.0043159,-0.00016976,,0.68007,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,500,,,,,,,,,0.0042843,-0.00017879,,0.75303,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,550,,,,,,,,,0.0042527,-0.00018782,,0.82599,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,600,,,,,,,,,0.0042212,-0.00019685,,0.89895,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,650,,,,,,,,,0.0041896,-0.00020588,,0.97191,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,700,,,,,,,,,0.0041581,-0.00021491,,1.0449,,
4907,10.1103/physrevlett.108.166601,7694,1(a),9371,x=0.8,Mg2Si0.2Sn0.8,750,,,,,,,,,0.0041265,-0.00022393,,1.1178,,
4907,10.1103/physrevlett.108.166601,7697,1(b),9371,x=0.8,Mg2Si0.2Sn0.8,300,,,,,,,,,0.0044105,,,,,
4907,10.1103/physrevlett.108.166601,7697,1(b),9371,x=0.8,Mg2Si0.2Sn0.8,800,,,,,,,,,0.0040949,,,,,
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,300,,,,260040,0.0000038456,,,,0.0044162,,4.8625,0.53236,,0.0009082159
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,350,,,,225910,0.0000044266,,,,0.0045197,-0.00013217,-0.11895,0.59426,,-0.0379966372
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,400,,,,199690,0.0000050077,,,,0.0046232,-0.00014169,0.021173,0.65616,,0.2183535635
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,450,,,,178930,0.0000055887,,,,0.0047267,-0.00015121,0.16129,13.188,,0.0293055986
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,500,,,,162080,0.0000061697,,,,0.0041872,-0.00016073,0.30141,6.946,,0.0138920407
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,550,,,,148130,0.0000067507,,,,0.0042936,-0.00017025,0.44153,5.3484,,0.0097243675
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,600,,,,136390,0.0000073317,,,,0.0044078,-0.00017977,0.58165,4.5469,,0.0075780968
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,650,,,,126380,0.0000079127,,,,0.0045283,-0.00018929,0.72177,4.078,,0.0062738823
7980,10.1039/c5ee02600h,7847,1(a),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,700,,,,117730,0.0000084937,,,,0.0046538,-0.00019882,0.86189,3.7797,,0.0053995289
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,50,,,,,,,,,0.0038987,,5.9771,0.22288,,0.0006522728
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,100,,,,,,,,,0.0040022,,5.7541,0.28478,,0.0006955388
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,150,,,,,,,,,0.0041057,,5.5312,0.34667,,0.0007422802
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,200,,,,,,,,,0.0042092,,5.3083,0.40857,,0.0007929469
7980,10.1039/c5ee02600h,7851,1(c),9554,Ge0Sb0.01,Mg2Sn0.99GexSb0.01,250,,,,,,,,,0.0043127,,5.0854,0.47047,,0.0008480552
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,350,,,,175480,0.0000056988,,,,0.0041124,-0.0001438,3.5603,0.69879,,0.0011550712
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,400,,,,157010,0.0000063692,,,,0.0042036,-0.0001532,3.4189,0.76826,,0.0012295183
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,450,,,,142050,0.0000070396,,,,0.0042947,-0.0001626,3.2776,0.83774,,0.0013103185
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,500,,,,129700,0.00000771,,,,0.003837,-0.000172,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,550,,,,119330,0.0000083804,,,,0.0039271,-0.00018141,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,600,,,,110490,0.0000090508,,,,0.0040228,-0.00019081,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,650,,,,102870,0.0000097212,,,,0.0041234,-0.00020021,,,,
7980,10.1039/c5ee02600h,7847,1(a),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,700,,,,96228,0.000010392,,,,0.0042279,-0.00020961,,,,
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,50,,,,,,,,,0.0035653,,4.4081,0.28193,,0.0008088065
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,100,,,,,,,,,0.0036565,,4.2668,0.3514,,0.0008569654
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,150,,,,,,,,,0.0037476,,4.1255,0.42088,,0.000908399
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,200,,,,,,,,,0.0038388,,3.9842,0.49036,,0.0009635058
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,250,,,,,,,,,0.00393,,3.8429,0.55983,,0.0010226652
7980,10.1039/c5ee02600h,7851,1(c),9556,Ge0.05Sb0.01,Mg2Sn0.94Ge0.05Sb0.01,300,,,,,,,,,0.0040212,,3.7016,0.62931,,0.001086341
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,350,,,,156570,0.0000063871,,,,0.0045615,-0.00015668,-0.061449,0.89858,,-0.0742322902
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,400,,,,143610,0.0000069633,,,,0.0046892,-0.0001661,0.029875,0.99261,,0.1569606695
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,450,,,,132630,0.0000075395,,,,0.004817,-0.00017552,0.1212,17.885,,0.0397442244
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,500,,,,123220,0.0000081158,,,,0.0042145,-0.00018494,0.21252,9.9155,,0.0198310747
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,550,,,,115050,0.000008692,,,,0.0043461,-0.00019436,0.30385,7.8669,,0.0143034392
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,600,,,,107890,0.0000092683,,,,0.0044803,-0.00020378,0.39517,6.8026,,0.0113376521
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,650,,,,101580,0.0000098445,,,,0.0046172,-0.0002132,0.4865,6.1689,,0.0094906475
7980,10.1039/c5ee02600h,7847,1(a),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,700,,,,95960,0.000010421,,,,0.0047557,-0.00022262,0.57782,5.7613,,0.0082304178
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,50,,,,,,,,,0.003795,,3.6823,0.33443,,0.0010306059
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,100,,,,,,,,,0.0039227,,3.5725,0.42846,,0.0010980266
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,150,,,,,,,,,0.0040505,,3.4628,0.52248,,0.0011697181
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,200,,,,,,,,,0.0041782,,3.353,0.61651,,0.001246108
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,250,,,,,,,,,0.004306,,3.2432,0.71053,,0.001327701
7980,10.1039/c5ee02600h,7851,1(c),9558,Ge0.10Sb0.01,Mg2Sn0.89Ge0.1Sb0.01,300,,,,,,,,,0.0044337,,3.1334,0.80456,,0.0014149805
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,350,,,,181600,0.0000055067,,,,0.0048817,-0.00015089,2.8159,1.0573,,0.0017336198
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,400,,,,165550,0.0000060403,,,,0.0050257,-0.00016036,2.7488,1.1653,,0.0018283251
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,450,,,,152120,0.0000065738,,,,0.004387,-0.00016982,2.6816,0.73618,,0.0016359636
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,500,,,,140700,0.0000071074,,,,0.0045228,-0.00017929,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,550,,,,130870,0.0000076409,,,,0.0046624,-0.00018875,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,600,,,,122330,0.0000081745,,,,0.0048065,-0.00019822,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,650,,,,114840,0.000008708,,,,0.0049532,-0.00020768,,,,
7980,10.1039/c5ee02600h,7847,1(a),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,700,,,,108210,0.0000092416,,,,0.0051025,-0.00021715,,,,
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,50,,,,,,,,,0.004018,,3.2189,0.40931,,0.0012482525
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,100,,,,,,,,,0.0041619,,3.1518,0.51731,,0.0013204835
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,150,,,,,,,,,0.0043059,,3.0846,0.62531,,0.0013959346
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,200,,,,,,,,,0.0044499,,3.0174,0.73332,,0.0014747465
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,250,,,,,,,,,0.0045938,,2.9503,0.84132,,0.001557062
7980,10.1039/c5ee02600h,7851,1(c),9560,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,300,,,,,,,,,0.0047378,,2.8831,0.94932,,0.0016433006
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,300,,,,210070,0.0000047604,,,,0.0046837,,2.6796,1.0197,,0.0017479101
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,350,,,,192440,0.0000051965,,,,0.0048009,-0.00014712,-0.03382,1.134,,-0.1419544648
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,400,,,,175560,0.0000056959,,,,0.0049181,-0.00015635,0.016365,1.2483,,0.3005255118
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,450,,,,160310,0.000006238,,,,0.0043952,-0.00016558,0.066549,29.72,,0.0660445687
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,500,,,,146920,0.0000068066,,,,0.0044897,-0.00017481,0.11673,19.231,,0.0384622633
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,550,,,,135340,0.000007389,,,,0.0045841,-0.00018404,0.16692,15.105,,0.0274628565
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,600,,,,125370,0.0000079767,,,,0.004683,-0.00019327,0.2171,12.942,,0.0215707047
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,650,,,,116750,0.0000085652,,,,0.0047875,-0.0002025,0.26729,11.642,,0.0179112574
7980,10.1039/c5ee02600h,7847,1(a),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,700,,,,109240,0.0000091538,,,,0.0048972,-0.00021173,0.31747,10.798,,0.0154257095
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,50,,,,,,,,,0.0040976,,3.0212,0.448,,0.0013562823
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,100,,,,,,,,,0.0042148,,2.9529,0.56233,,0.0014273426
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,150,,,,,,,,,0.004332,,2.8846,0.67666,,0.001501768
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,200,,,,,,,,,0.0044492,,2.8163,0.791,,0.0015798033
7980,10.1039/c5ee02600h,7851,1(c),9561,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,250,,,,,,,,,0.0045665,,2.7479,0.90533,,0.0016618145
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,300,,,,210200,0.0000047574,,,,0.0051662,,2.8468,1.0549,,0.0018147394
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,350,,,,186880,0.000005351,,,,0.0052508,-0.0001596,2.7741,1.1719,,0.0018927941
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,400,,,,168220,0.0000059445,,,,0.0053354,-0.00016914,2.7013,1.289,,0.0019751231
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,450,,,,152950,0.0000065381,,,,0.00542,-0.00017868,2.6285,1.406,,0.0020620126
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,500,,,,140220,0.0000071317,,,,0.004967,-0.00018821,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,550,,,,129450,0.0000077252,,,,0.0050622,-0.00019775,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,600,,,,120210,0.0000083188,,,,0.0051653,-0.00020729,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,650,,,,112200,0.0000089124,,,,0.0052746,-0.00021682,,,,
7980,10.1039/c5ee02600h,7847,1(a),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,700,,,,105200,0.0000095059,,,,0.0053903,-0.00022636,,,,
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,50,,,,,,,,,0.004743,,3.2107,0.46984,,0.001477248
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,100,,,,,,,,,0.0048277,,3.1379,0.58685,,0.001538513
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,150,,,,,,,,,0.0049123,,3.0652,0.70387,,0.0016026034
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,200,,,,,,,,,0.0049969,,2.9924,0.82089,,0.0016698637
7980,10.1039/c5ee02600h,7851,1(c),9562,Ge0.25Sb0.02,Mg2Sn0.73Ge0.25Sb0.02,250,,,,,,,,,0.0050815,,2.9196,0.9379,,0.0017404781
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,350,,,,178400,0.0000056055,,,,0.0049377,-0.0001516,-0.029832,1.1208,,-0.1655168946
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,400,,,,161650,0.0000061861,,,,0.0050886,-0.00016203,0.006889,1.2414,,0.7386558281
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,450,,,,147780,0.0000067667,,,,0.0043948,-0.00017245,0.04361,45.349,,0.1007750516
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,500,,,,136100,0.0000073473,,,,0.0045519,-0.00018288,0.080331,28.332,,0.0566643015
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,550,,,,126140,0.0000079279,,,,0.0047132,-0.0001933,0.11705,22.147,,0.0402665528
